English,Tunisian
What is the typical educational path for someone who wants to become a wind turbine technician in Tunisia?,شنيا الطريق العادي متاع القراية لواحد يحبّ يولّي تكنيسيان متاع توربينات الريح في تونس؟
"Most of us have a technical diploma, like a BTP or BTS in electromechanics or industrial maintenance. After that, you receive specialized, on-the-job training from the turbine manufacturer.",أغلبنا عنا ديبلوم تقني، كيف BTP ولا BTS في électromécanique ولا maintenance industrielle. بعدها، تاخو formation spécialisée على الميدان من عند الشركة المصنّعة متاع التوربينات.
"This has been very helpful. I was wondering, does your company offer internships for students in my field?",يعطيك الصحّة، هذا فادني برشة. كنت نتساءل، الشركة متاعكم توفّر stage للطلبة في الاختصاص متاعي؟
"Yes, we usually bring in a few interns over the summer. It's a good way for us to find promising talent.",Tunisian: إي، عادةً في الصيف نجيبو شوية stagiaires. طريقة باهية لينا باش نلقاو مواهب واعدة.
That's excellent news. What is the application process?,خبر هايل برشة. شنية الإجراءات متاع الترشّح؟
Please send your resume and a cover letter to our Human Resources department. You can find their contact email on our website.,يعيشك، ابعث الـCV متاعك و lettre de motivation لقسم الموارد البشرية متاعنا. تنجم تلقى الإيميل متاع التواصل متاعهم في الwebsite متاعنا.
Welcome back to Tunis! We are very excited about the possibility of an exclusive partnership. Our proposal offers you unparalleled access to the regional market.,مرحبا بيك مرّة أخرى في تونس! فرحانين برشة بالإمكانية متاع partenariat exclusif. الproposition متاعنا توفّرك accès ما يتقارنش للmarché régional.
Thank you. We are also very keen. The main point for us to finalize is the performance metrics for the first two years of the exclusivity.,يعطيك الصحّة. إحنا زادة مهتمّين برشة. أهمّ نقطة لازم نحسموها بالنّسبة لينا هي مؤشّرات الأداء للزوز سنين اللّولين من فترة الحصريّة.
A very fair point. We want this to be a success for you. Let's adjust those targets to be both ambitious and realistic. Your success is our success.,نقطة وجيهة برشة. نحبّو هالمشروع ينجحلك. خلّينا نعدّلو الtargets باش يكونو طموحين وفي نفس الوقت واقعيين. نجاحك هوّ نجاحنا.
"Alright, so I am booking you on flight TU 752 for Wednesday, October 25th. Is that correct?",باهي، دونك أنا نحجّزلك على الطيّارة TU 752 نهار لاربعة 25 أكتوبر. هكّا صحيح؟
"Yes, that is correct. Please confirm it.",إي، هذاك صحيح. يعيشك أكّدلي عليه.
"Hello, I'm following up on our project. What is the process and the expected timeline for extending the main power line to our site?",عسلامة، حبيت نتابع في موضوع البروجي متاعنا. شنيا البروسيدور والآجال المتوقّعة لتمديد خطّ الكهربا الرئيسي للشانتي متاعنا؟
"Hello. After your application is approved and the technical study is complete, it typically takes between three to six months, depending on the complexity of the work.",عسلامة. بعد ما يتقبّل الdossier متاعك وتكمّل الétude technique، العملية عادة تاخو بين 3 و6 شهور، على حسب صعوبة الخدمة.
This is a surprise for my partner. Could we arrange to have some flowers and a bottle of sparkling wine in our room on arrival?,Tunisian: هاذي مفاجأة لشريك حياتي. تنجمو ترتّبوا باش نلقاو شوية ورد وقرعة شامبانيا في الغرفة متاعنا كي نوصلو؟
What a lovely idea. We can certainly arrange for a bouquet of fresh flowers and a chilled bottle to be waiting for you at check-in.,محلاها الفكرة. بطبيعة ننجموا نرتّبولك bouquet متاع ورد طري وقرعة مبرّدة يستنّاو فيك وقت الcheck-in.
"What is the value of this tablet, sir?",بقدّاش التابلات هاذي يا سيدي؟
I bought it for about three hundred euros. I have the receipt right here if you'd like to see it.,شريتو بحوالي ثلاثمية أورو. عندي الفاتورة هوني كان تحب تشوفها.
"Yes, please show me the receipt. Thank you.",Tunisian: إي، ورّيني الوصل لو سمحت. يعطيك الصحّة.
"Our company is ready to expand, but we need significant capital. What are our options besides a bank loan?",الشركة متاعنا جاهزة باش تتوسّع، أمّا يلزمنا راس مال معتبر. شنية خياراتنا من غير كريدي من البانكة؟
"For a major expansion, you could consider the capital markets. This could involve issuing corporate bonds to raise debt, or an initial public offering to raise equity.",بالنسبة لتوسعة كبيرة، تنجم تفكّر في الأسواق متاع رأس المال. هذا ينجم يشمل إصدار سندات متاع شركات باش تلمّ فلوس بالدّين، ولا introduction en bourse باش ترفّع في رأس المال.
"Ahmed, the potato harvest starts next week. It's tough work. We are setting the daily wage at 30 dinars.",يا أحمد، جني البطاطا يبدا الأسبوع الجاي. خدمة صعيبة برشة. باش يكون النهار بـ30 دينار.
"Sir, with all due respect, 30 is a bit low for digging potatoes. The sun is very strong. Could we possibly do 35?",سيدي، مع كامل الإحترام، 30 شويّة طايحة على خدمة قلع البطاطا. الشمس ضاربة برشة. فمّا إمكانية نعملوها 35؟
"You have a point. Alright, let's agree on 35 dinars. But I expect a full, hard day's work. Deal?",تونسية: عندك الحق. باهي، نتّفقو على 35 دينار. أمّا نستنى خدمة نهار كامل وبالجدّ. متّفقين؟
"Deal. Thank you, sir. You won't be disappointed.",متّفقين. يعطيك الصحّة سيّدي. ماكش باش تندم.
